number,spam_label,reported_by_users,avg_call_frequency,avg_call_duration,no_of_unique_contacts,report_ratio,most_active_hour
7526582312,spam,441,52,46,4,2.68,5
7025693807,spam,71,30,49,8,4.38,0
7035531182,not_spam,0,7,501,72,0.03,13
7461538671,spam,178,68,58,12,4.11,1
7633795541,not_spam,1,5,396,93,0.04,21
8725375310,not_spam,2,1,575,26,0.01,15
6046111988,spam,480,85,9,7,4.46,2
9792602398,not_spam,0,3,479,57,0.05,21
9483828815,not_spam,0,8,127,67,0.03,9
8726234932,spam,303,70,60,12,4.42,5
9583115670,spam,374,48,6,8,1.04,2
9244196182,spam,58,53,35,10,1.01,0
7625036128,not_spam,0,6,121,82,0.03,12
7277603372,not_spam,0,1,60,56,0.03,19
8030303774,not_spam,2,9,115,39,0.04,20
9576847162,spam,292,79,52,2,3.28,2
8513617427,spam,416,34,43,6,1.81,5
9680332189,not_spam,0,10,253,78,0.03,10
8072951992,not_spam,1,7,112,66,0.01,17
7637691797,not_spam,0,5,69,67,0.01,22
6887066732,spam,175,85,37,13,1.67,2
6539889968,not_spam,1,5,244,41,0.02,20
8505687141,spam,64,67,55,14,1.99,2
9630676465,spam,56,57,36,9,1.22,3
8217836756,not_spam,0,7,445,95,0.02,22
6149352419,spam,253,96,7,14,4.58,3
7909146700,spam,283,26,55,13,3.84,5
8342095970,spam,97,75,33,5,1.08,2
9164463150,not_spam,2,1,247,77,0.02,9
7238511729,spam,357,85,45,12,2.01,4
8210574733,spam,65,64,28,13,3.07,5
9425111551,not_spam,2,7,198,100,0.05,22
6690639626,spam,186,94,50,15,2.87,6
9747593838,not_spam,2,3,376,27,0.02,14
6788024027,not_spam,2,3,407,83,0.03,20
8974308551,not_spam,1,8,333,78,0.05,16
6283987499,spam,63,70,27,6,4.58,4
9481488533,spam,224,45,13,3,1.14,5
7856885363,spam,489,45,26,12,1.59,4
6644347693,spam,211,41,23,4,1.12,0
9798739319,not_spam,1,8,162,39,0.02,11
8638372054,spam,109,99,45,4,4.69,1
8260272419,spam,283,65,52,14,3.97,0
8226186737,not_spam,2,4,453,66,0.04,18
7409227577,spam,336,86,25,3,2.71,4
7946803376,not_spam,1,9,535,60,0.04,13
9818119857,not_spam,2,10,579,11,0.04,18
6866572558,not_spam,2,2,213,57,0.02,8
8203059794,spam,119,77,53,8,4.75,2
7822141180,not_spam,0,9,507,82,0.02,22
6892146586,not_spam,2,3,275,56,0.05,21
6255478367,not_spam,1,5,77,88,0.01,18
8205238202,spam,418,65,43,9,4.07,6
9524261172,spam,318,59,15,6,1.84,5
7704028668,spam,464,38,10,15,3.39,5
6141487461,not_spam,2,1,131,56,0.03,21
6772071429,not_spam,2,7,318,11,0.02,9
8807774455,spam,274,80,23,10,1.58,2
8023378023,not_spam,2,4,274,68,0.05,19
8943836852,spam,322,82,24,4,4.92,4
7846532059,spam,469,53,45,7,3.88,3
6890659400,not_spam,1,2,503,62,0.03,9
8725732177,not_spam,2,4,257,61,0.03,22
8472882792,spam,284,57,45,2,2.35,1
6256606891,not_spam,2,1,107,31,0.04,9
9313933083,not_spam,1,3,309,90,0.05,12
9542339800,spam,290,87,6,10,1.11,1
6623128433,spam,426,65,52,11,3.42,2
7647881984,spam,426,33,29,11,3.16,5
8530164547,not_spam,1,3,351,77,0.04,20
7349740906,spam,277,86,15,4,4.69,3
9090809411,not_spam,2,7,122,60,0.04,9
9723362096,not_spam,0,3,385,44,0.01,13
6527159243,not_spam,2,6,154,80,0.03,15
9243833335,not_spam,1,6,315,23,0.01,12
6339471400,not_spam,2,4,353,10,0.04,17
9565773093,not_spam,2,10,432,42,0.02,14
9815681381,spam,181,94,54,2,1.42,6
7702819929,spam,179,30,51,11,2.79,5
6262814920,not_spam,2,10,456,96,0.04,15
9254295507,not_spam,0,1,107,99,0.03,21
7096620887,not_spam,1,7,112,66,0.01,17
7548906905,not_spam,2,1,166,95,0.04,12
7530656637,not_spam,2,8,284,37,0.04,12
7310004481,not_spam,2,10,373,91,0.01,12
8417136053,not_spam,1,6,595,48,0.01,14
7089106680,spam,211,41,23,4,1.12,0
8728421580,not_spam,2,3,151,27,0.01,8
9116150245,not_spam,0,8,127,67,0.03,9
8332443763,spam,393,36,6,11,1.21,0
7702585824,spam,87,37,36,2,4.67,2
9203926111,not_spam,2,4,473,100,0.0,13
8201221327,not_spam,2,5,415,62,0.0,16
9181026674,not_spam,2,10,167,34,0.01,19
7966557630,spam,71,30,49,8,4.38,0
7839985632,spam,389,86,16,12,2.81,2
6225123941,spam,475,61,49,3,1.77,0
7648913985,spam,123,34,30,2,3.68,1
6124120084,spam,97,100,57,13,4.86,5
6350798626,not_spam,0,4,115,85,0.02,8
6269307517,spam,263,80,58,10,4.88,4
6831423544,spam,201,49,21,13,2.65,5
7866929074,not_spam,2,8,286,57,0.04,16
7336614984,spam,333,100,60,15,1.69,3
6772462768,spam,282,42,29,3,4.98,0
9009280971,spam,355,93,40,13,3.33,6
7077518910,spam,190,85,13,9,2.51,0
8876286220,not_spam,2,1,577,40,0.05,13
8977784616,not_spam,0,6,141,16,0.01,16
6062752257,not_spam,2,2,472,28,0.02,9
8926601340,not_spam,1,2,60,15,0.01,20
6348243917,spam,471,96,43,13,1.51,3
6753760922,spam,93,64,27,5,3.01,4
9369991964,not_spam,0,2,212,36,0.04,8
7506916014,spam,247,60,34,14,1.8,2
9123632541,not_spam,1,2,139,96,0.05,15
8140117540,not_spam,1,2,252,53,0.01,12
7438709140,not_spam,1,5,244,41,0.02,20
9229058331,not_spam,2,9,115,39,0.04,20
6343134090,not_spam,1,9,81,97,0.04,21
8889493136,not_spam,1,1,565,85,0.03,18
6995099240,spam,121,76,15,9,3.4,3
6960251929,spam,447,27,52,15,4.83,6
7390299039,spam,305,21,50,9,3.32,5
6890352539,spam,70,25,5,14,1.11,5
7887801435,spam,444,25,11,9,3.6,6
7122153174,spam,284,57,45,2,2.35,1
7126688636,not_spam,1,2,541,23,0.02,16
9320563081,spam,490,27,45,3,3.51,4
6121712967,not_spam,1,8,168,16,0.01,18
8983902006,spam,490,27,45,3,3.51,4
7008800634,spam,255,42,47,7,2.94,3
6475583979,not_spam,2,1,166,95,0.04,12
8235150824,spam,71,29,56,10,3.79,4
7716614436,spam,332,73,53,13,4.79,1
9144610476,not_spam,2,10,472,20,0.0,8
7021015081,not_spam,1,5,198,16,0.04,14
6261830435,not_spam,2,10,370,76,0.0,17
6093025075,not_spam,0,7,445,95,0.02,22
9961157632,not_spam,0,4,456,20,0.0,22
8069706277,spam,355,93,40,13,3.33,6
7085160357,spam,396,39,59,4,1.66,1
8593631559,spam,480,85,9,7,4.46,2
9783855350,not_spam,1,5,454,89,0.02,18
6315190537,spam,195,69,18,15,4.8,0
7336947354,not_spam,1,9,535,60,0.04,13
8519463227,spam,167,86,36,12,3.17,2
8675859674,not_spam,2,9,384,60,0.01,10
9083315828,spam,389,87,39,10,4.59,6
7150385691,not_spam,2,3,407,83,0.03,20
9032018972,not_spam,2,3,357,24,0.02,19
7301820223,spam,467,62,24,10,2.8,5
7014261204,not_spam,1,10,582,72,0.04,21
7135553802,spam,71,30,49,8,4.38,0
8002902000,spam,207,27,23,12,3.88,5
9306703710,spam,373,69,17,2,3.11,2
9963992898,spam,164,82,43,6,1.15,5
6696030069,not_spam,1,6,301,21,0.02,18
6284323839,spam,251,71,51,14,3.89,4
6333616514,spam,403,29,48,8,1.52,0
9180277302,spam,453,25,37,7,3.55,1
6081486208,not_spam,0,10,522,65,0.01,11
7535110775,not_spam,2,4,455,72,0.02,13
8244338564,spam,224,78,21,5,2.36,5
8306416197,spam,122,65,42,14,3.97,4
9179819648,spam,270,54,15,2,2.12,6
7506430493,spam,413,68,40,10,2.6,4
8650813663,spam,253,96,7,14,4.58,3
8439099952,spam,480,52,34,14,2.58,0
8179678853,not_spam,2,3,533,36,0.0,19
9208268358,spam,64,67,55,14,1.99,2
9913511025,not_spam,0,6,197,25,0.04,22
6728352913,not_spam,2,2,380,88,0.01,8
7822752116,spam,287,20,36,6,4.11,2
8888662639,not_spam,0,1,99,43,0.02,9
9081220952,spam,203,52,49,13,2.16,2
9930688910,spam,197,41,23,2,1.25,6
6020159119,not_spam,2,2,135,41,0.01,18
6822239602,spam,483,65,43,11,2.84,4
9336763291,not_spam,0,5,272,63,0.05,13
6708944519,spam,147,38,48,2,3.36,1
8285214911,spam,223,26,21,15,1.44,3
9649967274,spam,234,35,47,15,3.06,3
6110603498,not_spam,2,7,587,24,0.04,9
8541575360,spam,255,42,47,7,2.94,3
6089302320,not_spam,2,1,274,98,0.03,21
8985096303,not_spam,1,10,428,14,0.03,22
8325470141,not_spam,2,6,235,80,0.01,17
7284518961,not_spam,2,4,453,66,0.04,18
9297317731,not_spam,1,8,496,72,0.02,10
9457309122,spam,497,72,22,6,3.49,6
7170707781,spam,499,91,29,3,3.28,4
9671482325,not_spam,2,3,600,48,0.02,13
7991918174,spam,67,97,46,11,2.83,3
6325938000,spam,252,79,39,4,1.54,3
8399021428,spam,198,97,32,9,3.82,1
8179333434,not_spam,1,10,190,81,0.0,9
9564808072,spam,121,76,15,9,3.4,3
9676150539,not_spam,0,9,288,66,0.01,8
7281394446,spam,199,49,14,4,4.08,0
8102278087,not_spam,2,6,168,23,0.02,19
9628380794,not_spam,1,4,463,41,0.0,22
8645388963,spam,197,41,23,2,1.25,6
7564326890,not_spam,2,4,323,26,0.0,18
7515662872,spam,262,86,28,13,2.3,3
9536088238,spam,125,53,48,6,1.79,5
6387919081,not_spam,2,3,143,13,0.02,11
7811055496,spam,211,41,23,4,1.12,0
8861032889,not_spam,0,6,254,46,0.02,21
7227425871,not_spam,1,2,329,24,0.03,22
8103629316,spam,409,23,27,13,4.0,4
8417496386,spam,173,69,51,6,1.69,1
7413330906,spam,132,69,10,2,3.09,4
8781706508,not_spam,0,3,146,21,0.02,20
8836481907,spam,125,25,12,7,2.59,2
7155347082,not_spam,0,7,493,94,0.04,18
6524424366,spam,423,51,18,7,2.0,2
8434343850,not_spam,0,4,197,14,0.01,14
6720058454,spam,426,21,46,9,2.5,3
7615044589,not_spam,1,9,431,66,0.04,15
6161794160,spam,426,33,29,11,3.16,5
8661016529,not_spam,1,10,385,95,0.01,14
8690257211,not_spam,0,1,450,76,0.02,9
9086592490,not_spam,0,10,229,44,0.04,9
6025940836,not_spam,1,6,545,32,0.05,15
7543399996,spam,266,20,49,15,2.69,5
9025407243,spam,490,35,13,15,1.05,3
9793596309,spam,157,66,50,8,1.19,1
9776299415,not_spam,2,9,66,10,0.02,14
9107376806,not_spam,0,10,233,100,0.04,11
8789855920,not_spam,1,8,372,37,0.01,20
9586377198,spam,167,86,36,12,3.17,2
9489515924,spam,219,41,26,13,3.39,2
9686571989,spam,179,39,25,2,2.21,0
7808599710,not_spam,2,8,492,99,0.02,19
6738824844,spam,218,92,6,5,1.49,2
8863030365,not_spam,1,3,78,58,0.04,9
7092766310,not_spam,1,10,357,88,0.01,20
8278419704,spam,250,80,13,2,1.26,6
6388611429,spam,498,88,39,7,1.71,4
9758073938,not_spam,2,1,414,100,0.05,10
9323172235,not_spam,2,5,535,77,0.03,22
8265324075,not_spam,1,10,149,87,0.01,11
7287749707,not_spam,0,6,151,39,0.05,21
7517446231,spam,264,76,57,12,4.69,1
6794827659,spam,94,78,44,8,1.14,0
9957421938,not_spam,2,5,480,62,0.02,15
7366487078,spam,288,87,56,12,2.38,5
7012849136,spam,252,79,39,4,1.54,3
9784372201,not_spam,0,2,134,91,0.01,17
7472483396,spam,112,48,13,6,1.7,4
8314115625,not_spam,1,8,464,10,0.04,14
7453071752,not_spam,1,8,345,23,0.02,20
6758537235,not_spam,1,2,77,72,0.05,12
8170935627,not_spam,2,6,162,71,0.05,13
9699398494,spam,162,43,57,10,2.25,0
6400026868,spam,230,87,57,11,1.1,2
9379003560,spam,481,68,28,8,3.72,4
8300644589,spam,302,34,13,8,4.68,3
7162213440,spam,426,21,46,9,2.5,3
9463042209,not_spam,2,8,514,89,0.04,14
6988607845,not_spam,1,3,63,47,0.04,15
8769261096,not_spam,2,4,132,40,0.01,18
9244809572,not_spam,1,1,478,19,0.03,8
8243301804,not_spam,2,1,522,22,0.0,21
6787662771,not_spam,0,7,501,72,0.03,13
7638302812,spam,219,41,26,13,3.39,2
9569290123,spam,83,49,35,11,4.49,6
6519395188,not_spam,2,6,417,85,0.0,19
8438412739,not_spam,2,3,600,48,0.02,13
8084274132,not_spam,1,5,574,86,0.04,11
8239260250,spam,442,52,14,9,1.14,1
7929157970,not_spam,0,2,212,36,0.04,8
8483678484,spam,372,85,58,2,1.96,5
8663439880,not_spam,1,2,503,62,0.03,9
6564345205,not_spam,2,10,83,52,0.02,22
7180220825,not_spam,0,2,113,72,0.05,22
9504984138,not_spam,1,1,499,82,0.01,10
6209197897,not_spam,1,3,208,15,0.02,17
7284932790,not_spam,2,3,69,26,0.04,10
6565785684,not_spam,2,5,393,85,0.02,10
6171522958,not_spam,2,5,475,35,0.01,15
8742919074,not_spam,0,2,122,13,0.04,17
8008234133,spam,129,84,58,5,4.4,5
7901043713,not_spam,2,4,166,27,0.02,15
9648605309,spam,190,85,13,9,2.51,0
6831765972,not_spam,2,8,284,37,0.04,12
6756751929,spam,67,97,46,11,2.83,3
6423560867,not_spam,1,6,595,48,0.01,14
6296100647,spam,252,65,52,9,2.12,0
8052042739,spam,65,64,28,13,3.07,5
6624180416,spam,430,91,40,11,1.24,5
8157435304,spam,144,42,48,13,2.5,1
8941786569,spam,352,65,59,2,4.13,2
7806105793,spam,405,23,29,2,4.29,2
6907632914,not_spam,2,1,237,95,0.01,18
6247934303,spam,125,25,12,7,2.59,2
6794134303,not_spam,1,9,431,66,0.04,15
6319175882,spam,50,35,7,6,4.78,3
7834167220,spam,274,80,23,10,1.58,2
9695120183,spam,58,53,35,10,1.01,0
9711616613,not_spam,0,5,381,100,0.03,15
9442408641,spam,309,30,45,3,2.14,0
9173344551,spam,77,45,6,14,3.24,2
7707543484,not_spam,0,6,492,27,0.02,13
6875873676,not_spam,0,2,106,75,0.04,16
9036451385,spam,78,39,53,4,1.12,6
6738685069,spam,297,24,60,3,2.82,2
7516374089,not_spam,1,9,595,42,0.02,20
6459594859,spam,354,26,55,14,4.83,5
9074099160,not_spam,1,9,160,44,0.04,20
8118240100,not_spam,0,8,518,71,0.01,8
8522449957,not_spam,0,4,186,10,0.02,20
9559203842,spam,387,88,58,15,2.21,5
9084138085,not_spam,1,3,139,19,0.03,20
6754751806,spam,72,74,49,13,4.84,3
9955935540,spam,282,50,17,12,3.71,4
7037667122,spam,404,84,14,14,3.05,0
8314763826,spam,234,35,47,15,3.06,3
7569646522,not_spam,1,3,543,71,0.02,8
9105713154,spam,334,54,31,3,2.8,4
9367050260,not_spam,2,5,475,35,0.01,15
9882024486,not_spam,2,6,123,49,0.01,10
9501312158,spam,364,98,50,6,2.95,3
9158185402,spam,296,27,58,5,2.6,1
6678200550,not_spam,2,7,341,49,0.03,19
6837446927,spam,184,42,39,3,4.64,2
9537155935,not_spam,2,6,461,55,0.03,15
6582933336,not_spam,1,7,458,64,0.02,18
6000365481,spam,374,48,6,8,1.04,2
9371365926,spam,242,44,26,15,3.81,1
6790396704,not_spam,1,8,333,11,0.05,9
7601643795,not_spam,0,6,167,76,0.02,19
6798269354,not_spam,0,2,212,36,0.04,8
7530933356,not_spam,1,5,574,86,0.04,11
6012264291,not_spam,2,3,292,94,0.01,15
7872646993,not_spam,0,4,146,48,0.03,17
9387155770,spam,294,85,17,6,4.5,0
9277560982,spam,324,73,9,2,3.81,6
9618654618,not_spam,1,5,198,16,0.04,14
9543476822,spam,243,61,5,8,2.84,2
6852457317,spam,403,29,48,8,1.52,0
8919463855,not_spam,0,6,493,41,0.04,8
6161733065,spam,372,85,58,2,1.96,5
7601505748,not_spam,0,4,501,29,0.0,20
8803381392,spam,421,70,15,11,3.94,0
6394573526,spam,453,67,33,5,2.55,1
6433699866,not_spam,2,3,80,14,0.02,11
8661074286,not_spam,2,9,127,51,0.02,9
8837912686,spam,442,61,25,6,1.93,3
8833333420,not_spam,1,1,281,35,0.01,18
6041316431,spam,318,59,15,6,1.84,5
7051599612,not_spam,1,3,431,84,0.02,20
6990686932,not_spam,1,3,554,74,0.02,12
8703448516,not_spam,1,3,375,55,0.05,11
9708529753,not_spam,1,6,398,89,0.05,20
8894607311,not_spam,2,9,587,29,0.05,18
9150181089,spam,329,73,26,9,3.67,4
8835549287,spam,355,22,14,6,4.91,5
8728896089,spam,473,84,36,15,1.5,2
8267843266,not_spam,2,5,460,64,0.02,10
9170903611,spam,347,31,6,9,1.39,4
9961460614,not_spam,0,4,501,29,0.0,20
7773960807,spam,224,78,21,5,2.36,5
6704381000,spam,100,84,50,8,4.82,2
7527553595,spam,257,50,20,8,3.53,6
7392633161,not_spam,0,8,89,31,0.04,16
7820553708,not_spam,1,3,499,58,0.03,19
7642779371,not_spam,1,5,163,64,0.02,14
6159325579,spam,445,40,45,3,1.95,2
9259857552,spam,404,55,38,15,3.93,6
6596147422,not_spam,1,6,570,62,0.01,13
7820917607,spam,238,35,40,7,2.57,0
9699356198,not_spam,0,2,203,88,0.01,21
9716036076,spam,387,71,52,11,1.06,6
6982297956,not_spam,2,9,384,60,0.01,10
8177301945,not_spam,1,4,84,28,0.03,16
6093889395,not_spam,0,4,501,29,0.0,20
9294764857,spam,317,69,38,10,3.48,6
6768979462,not_spam,1,8,496,72,0.02,10
9335049914,not_spam,0,7,487,38,0.03,13
6564785778,not_spam,1,6,514,100,0.01,18
8478899896,spam,312,32,17,4,1.94,3
7248696124,spam,170,82,49,8,3.1,2
9159303216,not_spam,1,1,495,25,0.01,21
9623622036,spam,143,32,56,14,3.06,0
7173874401,spam,276,97,7,7,4.64,1
8607983779,spam,116,35,21,7,1.47,4
9236788705,not_spam,1,7,112,66,0.01,17
6408535716,spam,303,70,60,12,4.42,5
6049967002,not_spam,0,1,240,28,0.0,13
7951059373,not_spam,1,3,185,40,0.0,12
9783160865,not_spam,0,7,445,95,0.02,22
7937788626,not_spam,2,4,323,26,0.0,18
7059990293,spam,195,69,18,15,4.8,0
7024914297,spam,372,43,19,2,3.07,1
8154106610,spam,355,93,40,13,3.33,6
6437360993,not_spam,1,5,195,25,0.04,21
7717292026,spam,425,68,40,13,3.07,1
9033365044,not_spam,0,4,456,20,0.0,22
8970848485,spam,72,74,49,13,4.84,3
8890650915,spam,329,73,26,9,3.67,4
9191890702,spam,63,70,27,6,4.58,4
7323775463,not_spam,1,3,431,84,0.02,20
8073569375,spam,196,60,28,15,1.18,2
8364884144,not_spam,1,3,543,71,0.02,8
9852585482,spam,150,59,49,6,4.27,1
9458586321,spam,88,47,21,6,1.32,2
9009012411,spam,71,29,56,10,3.79,4
6257666962,spam,334,54,31,3,2.8,4
8529126728,spam,116,35,21,7,1.47,4
6297717258,spam,194,71,33,9,2.12,1
6882334140,not_spam,2,6,417,85,0.0,19
6848567275,spam,208,57,29,12,3.55,6
9519930168,spam,106,49,37,10,2.91,0
8875229024,spam,78,76,58,3,3.1,1
9387296639,not_spam,1,7,135,76,0.02,22
8268589530,not_spam,1,5,327,67,0.02,11
9342732671,spam,121,76,15,9,3.4,3
7795265724,not_spam,1,3,481,82,0.02,20
9743945907,not_spam,0,10,237,52,0.05,11
6845808436,not_spam,1,8,586,22,0.04,18
7756241355,not_spam,1,8,331,80,0.02,18
6645055104,not_spam,1,5,445,88,0.01,19
7129697760,not_spam,2,1,247,77,0.02,9
6469381055,spam,287,20,36,6,4.11,2
6495858816,not_spam,1,10,487,39,0.03,22
6220619049,not_spam,1,7,458,64,0.02,18
9036111581,not_spam,2,8,229,93,0.02,15
8613033197,spam,138,88,25,2,3.73,1
8466249153,not_spam,0,1,168,57,0.02,15
9744811226,spam,258,40,58,5,1.49,6
6528804582,spam,282,42,29,3,4.98,0
8131771990,not_spam,1,8,548,88,0.03,9
7895247439,spam,426,31,6,12,4.52,0
6444276975,spam,186,94,50,15,2.87,6
7121589433,spam,234,35,47,15,3.06,3
7754313755,spam,198,97,32,9,3.82,1
7595276142,spam,326,70,19,6,2.0,2
7522095128,not_spam,0,10,594,75,0.03,20
7650994307,spam,463,80,36,5,4.68,0
9114769923,spam,76,33,15,3,4.61,1
6447667915,spam,205,28,29,3,2.41,6
6472105030,spam,243,61,5,8,2.84,2
7237126353,spam,354,26,55,14,4.83,5
6771741431,not_spam,0,6,119,74,0.05,20
8859577265,not_spam,0,5,531,69,0.03,14
7942173646,not_spam,2,8,97,73,0.04,16
7215342415,not_spam,1,2,503,62,0.03,9
7716269242,not_spam,0,6,315,40,0.05,21
8643406881,spam,118,86,34,13,3.99,2
6474059474,not_spam,1,9,431,66,0.04,15
8906610045,spam,454,54,20,11,2.48,6
8289298117,spam,89,22,38,13,2.95,0
6733482003,not_spam,1,3,288,86,0.04,22
7329445652,spam,252,79,39,4,1.54,3
6610650897,spam,224,45,13,3,1.14,5
7575870446,not_spam,1,6,270,97,0.03,19
9754240937,not_spam,1,3,395,53,0.04,12
7840003781,not_spam,2,2,515,100,0.04,18
7128602188,spam,170,82,49,8,3.1,2
7703868144,not_spam,2,4,257,61,0.03,22
7478333867,spam,270,23,35,2,4.28,1
7388604557,not_spam,0,8,217,69,0.05,14
6826651960,spam,355,51,12,4,4.74,6
6827243615,not_spam,2,5,145,98,0.0,16
9599273313,spam,60,72,21,6,4.98,4
8176767783,spam,292,79,52,2,3.28,2
6489619450,spam,480,52,34,14,2.58,0
9362706172,not_spam,0,5,160,24,0.05,16
7047910126,spam,101,98,53,12,1.66,1
9200414011,not_spam,0,8,525,100,0.0,10
7665054203,not_spam,1,5,244,41,0.02,20
7481363211,spam,168,45,34,3,4.59,4
7364360585,spam,80,34,29,9,1.84,0
8909012237,spam,198,36,38,6,1.99,3
7303417127,spam,346,25,20,2,3.42,5
9810880613,spam,101,98,53,12,1.66,1
8043824530,not_spam,1,2,503,23,0.0,11
7969392144,not_spam,1,9,80,86,0.01,10
6701285269,spam,174,51,30,5,2.17,5
9656298927,spam,247,60,34,14,1.8,2
8453045634,not_spam,0,2,134,91,0.01,17
6282880067,spam,328,55,20,6,2.05,4
9385799617,spam,270,54,15,2,2.12,6
8388230439,not_spam,2,1,237,95,0.01,18
9852107598,spam,138,47,16,14,2.36,4
8581267635,spam,262,86,28,13,2.3,3
8711401070,spam,190,85,13,9,2.51,0
7940813170,spam,481,68,28,8,3.72,4
7497619742,spam,145,20,58,9,4.74,2
6448414248,not_spam,1,4,125,13,0.03,16
9462810080,spam,250,80,13,2,1.26,6
8889326430,spam,112,48,13,6,1.7,4
7821110753,not_spam,0,1,530,66,0.01,14
7424944557,spam,270,23,35,2,4.28,1
8807767076,spam,128,66,14,8,4.62,0
6246492877,spam,270,54,15,2,2.12,6
6214662199,spam,121,76,15,9,3.4,3
9813395056,not_spam,1,3,519,70,0.02,10
9975738914,not_spam,0,5,151,63,0.05,8
9277412001,spam,77,45,6,14,3.24,2
6307012165,not_spam,1,7,226,61,0.0,18
8745202575,not_spam,1,3,428,69,0.0,17
9949747633,not_spam,0,4,482,51,0.03,14
6146579883,not_spam,1,7,331,75,0.01,19
6839260130,not_spam,1,7,514,80,0.05,17
9941999442,spam,111,89,26,14,3.84,2
7856670040,spam,60,72,21,6,4.98,4
9622990375,spam,352,95,57,14,1.52,1
8282576675,spam,310,75,12,12,1.09,2
8369091331,spam,56,57,36,9,1.22,3
7118843282,not_spam,1,1,143,87,0.03,8
7873306402,spam,247,99,15,7,1.88,6
8147823866,not_spam,0,10,310,54,0.04,17
6753840459,not_spam,2,2,309,49,0.03,18
8163492733,spam,238,60,47,10,4.75,2
8513767407,not_spam,1,5,77,88,0.01,18
7161568664,not_spam,1,3,491,17,0.02,12
8600540437,spam,453,67,33,5,2.55,1
9265214816,spam,254,81,48,12,4.64,5
8537178576,not_spam,1,6,301,21,0.02,18
6979318119,spam,252,79,39,4,1.54,3
7582953390,not_spam,2,10,238,35,0.01,9
9799234865,not_spam,0,1,530,66,0.01,14
9036798365,not_spam,2,10,286,83,0.01,17
7403664325,spam,290,87,6,10,1.11,1
8720302722,not_spam,1,2,373,30,0.01,8
7291580082,spam,203,26,6,2,2.65,1
8540580612,spam,251,71,51,14,3.89,4
9655118273,spam,249,59,43,6,1.84,2
6290648354,spam,307,61,17,14,1.47,4
6031631012,not_spam,2,9,520,36,0.05,12
7818913846,spam,474,68,39,11,1.66,6
7081113311,spam,367,37,28,3,2.56,4
9907759148,spam,121,76,15,9,3.4,3
9067869167,spam,373,72,54,4,2.85,2
8039612180,not_spam,2,3,69,26,0.04,10
8786662075,not_spam,1,6,270,97,0.03,19
8285374492,not_spam,2,10,167,34,0.01,19
6054213771,spam,136,24,49,9,3.84,6
9236623391,spam,332,73,53,13,4.79,1
6304820113,not_spam,0,8,217,69,0.05,14
6400702011,not_spam,1,8,586,22,0.04,18
8529883287,not_spam,1,7,226,61,0.0,18
8333103297,not_spam,2,3,357,24,0.02,19
8902024627,not_spam,0,7,425,79,0.02,13
9104702522,not_spam,1,2,503,62,0.03,9
6323130309,not_spam,2,10,373,91,0.01,12
8656116061,not_spam,2,10,345,86,0.01,14
7208576872,not_spam,0,3,544,91,0.03,17
8354389335,not_spam,1,8,586,22,0.04,18
9204888166,spam,249,59,43,6,1.84,2
8230280247,spam,243,29,11,13,2.62,3
8053412728,spam,198,97,32,9,3.82,1
7271926901,not_spam,1,4,448,36,0.0,9
9286776400,spam,67,97,46,11,2.83,3
6098989052,spam,253,96,7,14,4.58,3
9858658136,spam,413,68,40,10,2.6,4
7508747667,spam,238,35,40,7,2.57,0
7149923971,spam,361,72,29,11,4.75,2
9389572820,spam,312,32,17,4,1.94,3
8757877776,spam,259,75,39,14,4.14,5
9028934488,spam,211,41,23,4,1.12,0
9710498424,spam,248,50,57,4,3.88,4
9697342529,spam,312,32,17,4,1.94,3
8191897816,not_spam,1,5,99,59,0.01,19
6858912861,spam,317,46,19,4,2.89,4
9450592081,not_spam,1,8,276,26,0.02,16
6425348049,spam,288,87,56,12,2.38,5
9399428687,spam,315,41,23,12,3.42,3
7482090968,spam,93,64,27,5,3.01,4
8389077179,not_spam,2,8,97,73,0.04,16
7816531001,spam,375,70,58,3,2.93,3
8078569544,not_spam,1,6,514,100,0.01,18
8812890892,not_spam,1,5,574,86,0.04,11
6678738567,not_spam,0,6,68,19,0.02,14
9668535484,not_spam,0,10,315,85,0.01,9
6562218865,spam,369,62,32,2,3.42,2
8039036954,spam,465,32,58,8,2.61,0
9343679616,not_spam,1,5,163,64,0.02,14
6332627731,spam,172,67,35,14,4.87,6
6406775074,not_spam,1,8,218,46,0.04,8
9642980780,not_spam,0,2,212,36,0.04,8
9221785068,spam,65,64,28,13,3.07,5
8228036129,not_spam,1,7,331,75,0.01,19
6490601883,spam,373,20,20,9,4.98,3
7506796754,not_spam,2,2,515,100,0.04,18
9138759464,not_spam,1,4,341,72,0.05,9
7981227088,spam,121,85,58,3,1.53,6
6779774846,not_spam,0,8,134,39,0.01,22
9832427301,spam,396,30,25,6,2.13,3
6865200256,not_spam,0,5,205,34,0.04,14
9023665029,not_spam,0,2,578,85,0.01,20
6623433322,not_spam,2,5,429,67,0.04,15
8539695384,not_spam,2,4,166,27,0.02,15
6462627195,not_spam,0,6,508,24,0.05,21
8742282136,spam,122,30,45,2,2.18,2
8955805765,spam,216,91,33,11,2.13,6
8034104477,spam,291,24,54,11,2.99,6
6308255850,not_spam,0,5,151,63,0.05,8
6790460147,not_spam,1,4,191,49,0.0,10
6481780478,spam,436,75,48,2,3.35,4
6147848119,spam,447,27,52,15,4.83,6
6317731435,not_spam,0,4,146,48,0.03,17
7055528632,spam,439,76,21,13,1.15,4
